DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,STE,TIME_PERIOD,OBS_VALUE,S3,T3,I13,S4,R1,T5,S14,C2,I11,S7,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,1999,100,20,,,33,,,,,,,81,41,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2008,100,,,,,2382,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2010,100,,,,,3513,,,,264,,,,B,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,1994,100,20,,,33,,,,,,,81,41,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2000,100,20,,,33,,,,,,,81,41,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2011,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,1995,100,20,,,33,,,,,,,81,41,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2001,100,,,,,2382,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2004,100,,,,,2382,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2017,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,1998,100,20,,,33,,,,,,,81,41,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,1996,100,20,,,33,,,,,,,81,41,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2018,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2009,100,,,,,2382,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,1997,100,20,,,33,,,,,,,81,41,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2014,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2002,100,,,,,2382,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,1993,100,20,,,33,,,,,,,81,41,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,1992,100,20,,,33,,,,,,,81,41,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2015,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2003,100,,,,,2382,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2005,100,,,,,2382,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2006,100,,,,,2382,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2016,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2013,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2007,100,,,,,2382,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2012,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_COL_EMP_TEMP_SEX_STE_DT(1.0),YI,COL,A,358,EMP_TEMP_DT,SEX_T,STE_ICSE93_3,1999,32.60,20,,,33,,,,,,,81,41,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
